Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Mileage_km_total,Crash_Test_Score,Family_Size
C_CND_015246,6/26/2023,Anais,Female,345000,Iceberg Rentals,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14001,53546-9427,Hatchback,8318784,Janesville,95080,3,3
C_CND_015247,6/26/2023,Amadou,Male,1000000,Motor Vehicle Branch Office,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,78758-7841,SUV,6497509,Austin,77785,3,4
C_CND_015248,6/26/2023,Amare,Male,1901000,Nebo Chevrolet,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22100,06457-3834,Passenger,6871585,Middletown,49214,2,3
C_CND_015249,6/26/2023,Amari,Male,13500,New Castle Ford Lincoln Mercury,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,60504-7114,SUV,8758265,Aurora,97511,2,4
C_CND_015250,6/26/2023,Amir,Male,2600000,Pars Auto Sales,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,38701-8047,Hatchback,7420525,Greenville,86492,2,1
C_CND_015251,6/26/2023,Andre,Male,905000,Pitre Buick-Pontiac-Gmc of Scottsdale,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,99301-3882,Passenger,6465678,Pasco,27629,3,2
C_CND_015252,6/26/2023,Andrew,Male,650000,Progressive Shippers Cooperative Association No,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,53546-9427,Passenger,6776010,Janesville,22227,3,1
C_CND_015253,6/26/2023,Angel,Male,2550000,Rabun Used Car Sales,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,22000,85257-3102,Sedan,7042292,Scottsdale,59186,2,2
C_CND_015254,6/26/2023,Willa,Male,13500,Saab-Belle Dodge,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,60504-7114,Hardtop,7246457,Aurora,33332,3,2
C_CND_015255,6/26/2023,Antonio,Male,1750000,Ryder Truck Rental and Leasing,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,06457-3834,Hatchback,7799693,Middletown,36453,2,1
C_CND_015256,6/26/2023,Asher,Female,956000,Saab-Belle Dodge,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Passenger,7883724,Aurora,90669,3,2
C_CND_015257,6/26/2023,Ashton,Male,13500,Scrivener Performance Engineering,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,38701-8047,Hatchback,8960531,Greenville,48097,3,1
C_CND_015258,6/26/2023,Aden,Male,1290000,Race Car Help,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,78758-7841,Hardtop,6559379,Austin,32756,4,1
C_CND_015259,6/26/2023,Dante,Male,1077000,Suburban Ford,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,19700,53546-9427,SUV,8149866,Janesville,70654,3,2
C_CND_015260,6/26/2023,Dashiell,Male,13500,Tri-State Mack Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,85257-3102,Sedan,8746401,Scottsdale,50157,3,2
C_CND_015261,6/26/2023,Adonis,Male,13500,Ryder Truck Rental and Leasing,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25001,06457-3834,Hardtop,7656058,Middletown,45652,3,2
C_CND_015262,6/26/2023,Dean,Male,700000,Progressive Shippers Cooperative Association No,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20000,53546-9427,Passenger,6933878,Janesville,51881,3,3
C_CND_015263,6/26/2023,Byron,Female,420000,Race Car Help,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,78758-7841,SUV,7358750,Austin,69289,4,1
C_CND_015264,6/26/2023,Caleb,Male,13500,Ryder Truck Rental and Leasing,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,06457-3834,Passenger,8129096,Middletown,31577,3,1
C_CND_015265,6/26/2023,Cameron,Male,1535000,Saab-Belle Dodge,Audi,A6,Overhead Camshaft,Manual,Pale White,24500,60504-7114,SUV,7016299,Aurora,77532,3,4
C_CND_015266,6/26/2023,Carlos,Male,612500,Scrivener Performance Engineering,Toyota,Sienna,Overhead Camshaft,Manual,Black,27500,38701-8047,Passenger,6622411,Greenville,46486,3,3
C_CND_015267,6/26/2023,Carmelo,Male,2410000,Star Enterprises Inc,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21000,99301-3882,SUV,7373636,Pasco,66419,2,3
C_CND_015268,6/26/2023,Cesar,Male,690000,Suburban Ford,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,53546-9427,Hatchback,6623207,Janesville,47571,3,2
C_CND_015269,6/26/2023,Charles,Female,1410000,Tri-State Mack Inc,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,85257-3102,Sedan,6025858,Scottsdale,28629,3,1
C_CND_015270,6/26/2023,Chase,Male,695000,U-Haul CO,Dodge,Durango,Overhead Camshaft,Manual,Black,22000,78758-7841,SUV,8982110,Austin,65572,3,2
C_CND_015271,6/26/2023,Chris,Male,715000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18001,06457-3834,Hatchback,6217463,Middletown,61627,4,1
C_CND_015272,6/26/2023,Christian,Male,2375000,C & M Motors Inc,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22501,60504-7114,Passenger,8784530,Aurora,57957,2,3
C_CND_015273,6/26/2023,Christopher,Male,530000,Capitol KIA,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28001,38701-8047,Sedan,6561860,Greenville,46135,4,2
C_CND_015274,6/26/2023,Cristian,Female,752000,Chrysler of Tri-Cities,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26001,99301-3882,Sedan,8785725,Pasco,49285,2,1
C_CND_015275,6/26/2023,Cristofer,Male,1980000,Chrysler Plymouth,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,28001,53546-9427,Hatchback,7146490,Janesville,46299,4,3
C_CND_015276,6/26/2023,Cristopher,Male,1055000,Classic Chevy,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9501,85257-3102,Hatchback,6734820,Scottsdale,89442,3,4
C_CND_015277,6/26/2023,Damian,Male,1976000,Clay Johnson Auto Sales,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,19601,78758-7841,Passenger,6248065,Austin,47561,3,1
C_CND_015278,6/26/2023,Damien,Male,382000,Diehl Motor CO Inc,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,06457-3834,Passenger,6213429,Middletown,49718,3,1
C_CND_015279,6/26/2023,Eva,Female,370000,Saab-Belle Dodge,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,22000,60504-7114,SUV,6870900,Aurora,72831,3,5
C_CND_015280,6/26/2023,Eve,Female,390000,Scrivener Performance Engineering,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,22000,38701-8047,SUV,6113203,Greenville,63162,3,2
C_CND_015281,6/26/2023,Evelyn,Female,270000,Star Enterprises Inc,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,99301-3882,SUV,8126427,Pasco,64136,2,4
C_CND_015282,6/26/2023,Faiga,Male,386000,Suburban Ford,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,27001,53546-9427,Passenger,6157632,Janesville,48192,3,2
C_CND_015283,6/26/2023,Faigy,Male,659000,Tri-State Mack Inc,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14001,85257-3102,Passenger,6477204,Scottsdale,94178,4,3
C_CND_015284,6/26/2023,Finley,Female,1050000,U-Haul CO,Nissan,Quest,Overhead Camshaft,Manual,Black,38001,78758-7841,SUV,6375063,Austin,54150,3,1
C_CND_015285,6/26/2023,Fiona,Male,671000,Buddy Storbeck's Diesel Service Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,16001,06457-3834,Sedan,8700132,Middletown,40305,3,2
C_CND_015286,6/26/2023,Fradel,Male,13500,C & M Motors Inc,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,60504-7114,SUV,8168081,Aurora,54842,4,1
C_CND_015287,6/26/2023,Fraidy,Female,13500,Capitol KIA,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14001,38701-8047,SUV,7487816,Greenville,104903,3,4
C_CND_015288,6/26/2023,Francesca,Male,13500,Chrysler of Tri-Cities,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,71001,99301-3882,Hatchback,8241885,Pasco,26284,3,1
C_CND_015289,6/26/2023,Frimet,Male,545000,Chrysler Plymouth,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,11001,53546-9427,Hatchback,6189608,Janesville,88541,2,3
C_CND_015290,6/26/2023,Ibrahim,Male,717000,Pars Auto Sales,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,38701-8047,Hardtop,8761355,Greenville,33523,3,1
C_CND_015291,6/26/2023,Gabriella,Female,570000,Clay Johnson Auto Sales,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,71001,78758-7841,SUV,7258489,Austin,48183,3,2
C_CND_015292,6/26/2023,Gabrielle,Male,432000,Diehl Motor CO Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,06457-3834,SUV,7299600,Middletown,55852,3,4
C_CND_015293,6/26/2023,Gemma,Female,585000,Enterprise Rent A Car,Toyota,Avalon,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,60504-7114,Sedan,8698881,Aurora,57928,4,3
C_CND_015294,6/26/2023,Ivan,Male,817000,Progressive Shippers Cooperative Association No,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,53546-9427,Hardtop,8807414,Janesville,41236,4,2
C_CND_015295,6/26/2023,Milagros,Male,520000,Saab-Belle Dodge,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,60504-7114,SUV,6305458,Middletown,72097,3,2
C_CND_015296,6/26/2023,Miley,Male,13500,Scrivener Performance Engineering,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28001,38701-8047,Sedan,6670064,Aurora,50849,3,2
C_CND_015297,6/26/2023,Miranda,Male,660000,Star Enterprises Inc,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10001,99301-3882,SUV,7829406,Greenville,109853,3,2
C_CND_015298,6/26/2023,Natasha,Female,13500,Chrysler of Tri-Cities,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,99301-3882,SUV,6655656,Greenville,73738,4,4
C_CND_015299,6/26/2023,Nathalia,Male,812000,Chrysler Plymouth,Toyota,Sienna,Overhead Camshaft,Manual,Black,16001,53546-9427,Passenger,6588959,Pasco,43647,4,1
C_CND_015300,6/26/2023,Nathalie,Male,13500,Classic Chevy,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,41001,85257-3102,Passenger,8919213,Janesville,35887,4,1
C_CND_015301,6/26/2023,Nathaly,Male,682000,Clay Johnson Auto Sales,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,78758-7841,Hatchback,8414363,Scottsdale,33961,4,1
C_CND_015302,6/26/2023,Nayeli,Female,575000,Diehl Motor CO Inc,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,06457-3834,SUV,8263387,Austin,72087,3,4
C_CND_015303,6/26/2023,Nevaeh,Female,720000,Enterprise Rent A Car,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33001,60504-7114,Hatchback,7232319,Middletown,25710,2,2
C_CND_015304,6/26/2023,Nicole,Male,380000,Gartner Buick Hyundai Saab,Jeep,Grand Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,38701-8047,SUV,7006456,Aurora,45826,3,2
C_CND_015305,6/26/2023,Yahir,Male,651000,McKinney Dodge Chrysler Jeep,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,85257-3102,Hardtop,8207828,Austin,33135,3,1
C_CND_015306,6/26/2023,Nylah,Male,750000,Iceberg Rentals,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26001,53546-9427,Sedan,7657309,Pasco,50861,3,2
C_CND_015307,6/26/2023,Olivia,Female,571000,McKinney Dodge Chrysler Jeep,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,85257-3102,Sedan,8318664,Janesville,33155,3,2
C_CND_015308,6/26/2023,Yaniel,Female,885000,New Castle Ford Lincoln Mercury,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16000,60504-7114,Hardtop,7288006,Aurora,43158,3,3
C_CND_015309,6/26/2023,Abraham,Male,782000,Ryder Truck Rental and Leasing,Infiniti,I30,Overhead Camshaft,Manual,Pale White,22001,06457-3834,Hardtop,6732898,Middletown,49585,4,1
C_CND_015310,6/26/2023,Paula,Female,590000,New Castle Ford Lincoln Mercury,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Black,9001,60504-7114,Passenger,8575122,Middletown,89763,3,3
C_CND_015311,6/27/2023,Charlotte,Female,501500,McKinney Dodge Chrysler Jeep,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21501,85257-3102,SUV,7258627,Scottsdale,65104,3,2
C_CND_015312,6/27/2023,Julien,Male,1750000,Motor Vehicle Branch Office,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Black,18001,78758-7841,SUV,8133293,Austin,74211,2,3
C_CND_015313,6/27/2023,Tom,Male,1153000,Nebo Chevrolet,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10301,06457-3834,Passenger,8292946,Middletown,91810,4,2
C_CND_015314,6/27/2023,Declan,Male,682500,Rabun Used Car Sales,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29500,85257-3102,Passenger,8348994,Scottsdale,42335,2,1
C_CND_015315,6/27/2023,Denis,Male,1160000,Race Car Help,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,29000,78758-7841,SUV,6771862,Austin,67436,4,2
C_CND_015316,6/27/2023,Derek,Male,1390000,Ryder Truck Rental and Leasing,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,06457-3834,SUV,7669933,Middletown,45666,3,2
C_CND_015317,6/27/2023,Lucia,Female,13500,Progressive Shippers Cooperative Association No,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,53546-9427,Sedan,7697501,Janesville,29788,4,1
C_CND_015318,6/27/2023,Paige,Male,1325000,Saab-Belle Dodge,Cadillac,Seville,Overhead Camshaft,Manual,Black,44500,60504-7114,Hardtop,7185180,Aurora,30693,3,1
C_CND_015319,6/27/2023,Luna,Male,13500,Race Car Help,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,78758-7841,SUV,7128241,Austin,49798,4,1
C_CND_015320,6/27/2023,Georgia,Male,210000,Hatfield Volkswagen,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26000,99301-3882,Passenger,8276458,Pasco,54588,3,1
C_CND_015321,6/27/2023,Gia,Male,13500,Iceberg Rentals,Ford,Taurus,Overhead Camshaft,Manual,Pale White,22000,53546-9427,SUV,8808054,Janesville,75367,4,5
C_CND_015322,6/27/2023,Gianna,Female,13500,McKinney Dodge Chrysler Jeep,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,85257-3102,Hatchback,7937343,Scottsdale,84228,2,2
C_CND_015323,6/27/2023,Penelope,Male,895500,Pars Auto Sales,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,41501,38701-8047,Hatchback,6283740,Aurora,21564,3,1
C_CND_015324,6/27/2023,Adrian,Male,13500,Scrivener Performance Engineering,Saturn,SC,Overhead Camshaft,Manual,Pale White,61001,38701-8047,Hardtop,6070875,Greenville,37081,3,1
C_CND_015325,6/27/2023,Amir,Male,1900000,U-Haul CO,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,78758-7841,Hardtop,6610956,Austin,52294,3,1
C_CND_015326,6/28/2023,Lamille,Male,1665000,Star Enterprises Inc,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32500,99301-3882,Hardtop,8231184,Pasco,36165,4,1
C_CND_015327,6/28/2023,Evan,Male,703000,Pars Auto Sales,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,38701-8047,Passenger,7211859,Greenville,94536,3,4
C_CND_015328,6/28/2023,Clement,Male,1900000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,99301-3882,Sedan,7239682,Pasco,33321,3,1
C_CND_015329,6/28/2023,Alicia,Female,910000,Progressive Shippers Cooperative Association No,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,53546-9427,SUV,7407412,Janesville,67806,3,2
C_CND_015330,6/28/2023,Finn,Male,480000,Scrivener Performance Engineering,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,38701-8047,Hardtop,8095509,Greenville,25579,3,1
C_CND_015331,6/28/2023,Jack,Male,451000,Saab-Belle Dodge,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,60504-7114,Hardtop,8918716,Aurora,21810,5,2
C_CND_015332,6/28/2023,Luca,Male,1300000,Rabun Used Car Sales,Ford,Focus,Overhead Camshaft,Manual,Pale White,24000,85257-3102,Hardtop,6726031,Austin,51329,4,1
C_CND_015333,6/28/2023,Hugo,Male,745000,Saab-Belle Dodge,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17001,60504-7114,Hatchback,6250039,Aurora,52669,2,1
C_CND_015334,6/28/2023,Shira,Female,710000,U-Haul CO,Lexus,ES300,Overhead Camshaft,Manual,Black,34001,78758-7841,Hardtop,6743281,Austin,36458,4,1
C_CND_015335,6/28/2023,Devin,Male,13500,Saab-Belle Dodge,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,24000,60504-7114,Sedan,6338176,Aurora,47342,3,1
C_CND_015336,6/28/2023,Dominic,Male,2450000,Scrivener Performance Engineering,Plymouth,Voyager,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,38701-8047,Passenger,6078600,Greenville,50066,2,1
C_CND_015337,6/28/2023,Dominick,Male,1259000,Star Enterprises Inc,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,19900,99301-3882,Passenger,8497990,Pasco,52229,3,1
C_CND_015338,6/28/2023,Dov,Male,13500,Suburban Ford,Honda,Accord,Overhead Camshaft,Manual,Black,43000,53546-9427,Sedan,8509729,Janesville,30236,4,1
C_CND_015339,6/28/2023,Dovid,Male,13500,Tri-State Mack Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,85257-3102,Passenger,7322411,Scottsdale,88118,4,3
C_CND_015340,6/28/2023,Drew,Male,710000,U-Haul CO,Volkswagen,Cabrio,Overhead Camshaft,Manual,Pale White,25000,78758-7841,Sedan,6923093,Austin,43601,3,1
C_CND_015341,6/28/2023,Duvid,Male,681000,Buddy Storbeck's Diesel Service Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,06457-3834,Sedan,8698880,Middletown,53863,3,3
C_CND_015342,6/28/2023,Dylan,Male,955000,C & M Motors Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,21000,60504-7114,Passenger,7058145,Aurora,44957,3,2
C_CND_015343,6/28/2023,Adrian,Male,13500,Saab-Belle Dodge,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,60504-7114,Hardtop,7815319,Aurora,25983,2,1
C_CND_015344,6/28/2023,Mackenzie,Male,794000,Ryder Truck Rental and Leasing,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,Passenger,6825977,Middletown,50744,5,2
C_CND_015345,6/28/2023,Madeline,Male,1360000,Saab-Belle Dodge,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,60504-7114,Passenger,8968938,Aurora,26870,4,1
C_CND_015346,6/28/2023,Madelyn,Male,1207000,Scrivener Performance Engineering,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20700,38701-8047,SUV,8282657,Greenville,71433,2,5
C_CND_015347,6/28/2023,Madison,Female,13500,Star Enterprises Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,99301-3882,SUV,7432039,Pasco,74565,3,2
C_CND_015348,6/28/2023,Magaly,Female,1320000,Suburban Ford,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,53546-9427,SUV,6724013,Janesville,75964,4,4
C_CND_015349,6/28/2023,Maia,Male,1591000,Tri-State Mack Inc,Subaru,Outback,Overhead Camshaft,Manual,Pale White,49100,85257-3102,SUV,6459956,Scottsdale,51456,4,2
C_CND_015350,6/28/2023,Makayla,Male,13500,U-Haul CO,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,78758-7841,Passenger,7050788,Austin,19004,3,1
C_CND_015351,6/28/2023,Maria,Male,580000,Progressive Shippers Cooperative Association No,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,53546-9427,Passenger,6483341,Janesville,50685,3,1
C_CND_015352,6/28/2023,Mariah,Male,605000,Rabun Used Car Sales,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,85257-3102,Sedan,8187974,Scottsdale,54266,4,3
C_CND_015353,6/28/2023,Giovanna,Female,545000,Motor Vehicle Branch Office,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,78758-7841,Sedan,8851158,Austin,55383,2,1
C_CND_015354,6/28/2023,Gittel,Female,500000,Nebo Chevrolet,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85001,06457-3834,Passenger,7378189,Middletown,34904,3,1
C_CND_015355,6/28/2023,Gitty,Male,750000,New Castle Ford Lincoln Mercury,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Black,26001,60504-7114,Sedan,8307720,Aurora,47512,4,1
C_CND_015356,6/28/2023,Giuliana,Male,375000,Pars Auto Sales,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37001,38701-8047,SUV,6683808,Greenville,57511,3,1
C_CND_015357,6/28/2023,Golda,Female,600000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,99301-3882,SUV,7774560,Pasco,63995,3,2
C_CND_015358,6/28/2023,Goldy,Female,13500,Progressive Shippers Cooperative Association No,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,71001,53546-9427,Hatchback,8164096,Janesville,19505,4,2
C_CND_015359,6/28/2023,Grace,Female,13500,Rabun Used Car Sales,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,85257-3102,Sedan,8713766,Scottsdale,48829,4,1
C_CND_015360,6/28/2023,Greta,Female,435000,Race Car Help,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,78758-7841,Hatchback,6930713,Austin,53536,2,1
C_CND_015361,6/28/2023,Hadassa,Female,363500,Ryder Truck Rental and Leasing,Plymouth,Voyager,DoubleÂ Overhead Camshaft,Auto,Pale White,22501,06457-3834,Passenger,7623024,Middletown,49126,3,1
C_CND_015362,6/28/2023,Rachel,Female,860000,Rabun Used Car Sales,Lexus,LS400,Overhead Camshaft,Manual,Black,69001,85257-3102,Sedan,6579638,Janesville,26722,4,1
C_CND_015363,6/28/2023,Rebecca,Female,495000,Race Car Help,Volvo,C70,Overhead Camshaft,Manual,Pale White,82001,78758-7841,Hatchback,6292809,Scottsdale,33199,4,1
C_CND_015364,6/28/2023,Rihanna,Male,755000,Ryder Truck Rental and Leasing,Saturn,LW,Overhead Camshaft,Manual,Pale White,49001,06457-3834,Hatchback,7309619,Austin,26495,4,1
C_CND_015365,6/28/2023,Angelo,Male,800000,Capitol KIA,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,29000,38701-8047,Hardtop,7160339,Greenville,49541,3,1
C_CND_015366,6/28/2023,Roselyn,Male,350000,Scrivener Performance Engineering,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75001,38701-8047,Hatchback,7537974,Scottsdale,39276,4,1
C_CND_015367,6/28/2023,Antonio,Female,1200500,Chrysler Plymouth,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26051,53546-9427,Hardtop,7567809,Janesville,50562,3,3
C_CND_015368,6/28/2023,Lauren,Male,1260000,Hatfield Volkswagen,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,99301-3882,Sedan,7530050,Middletown,29179,3,2
C_CND_015369,6/28/2023,Ashton,Male,1310000,Iceberg Rentals,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Pale White,23000,53546-9427,Hardtop,6961805,Janesville,44481,4,3
C_CND_015370,6/28/2023,Lea,Male,1236000,McKinney Dodge Chrysler Jeep,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,25600,85257-3102,Hatchback,7384812,Greenville,55207,3,1
C_CND_015371,6/29/2023,Levana,Male,895000,Star Enterprises Inc,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,99301-3882,Sedan,6583593,Pasco,47514,3,1
C_CND_015372,6/29/2023,Efraim,Male,883300,Chrysler of Tri-Cities,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,20300,99301-3882,Hatchback,7512490,Pasco,52144,3,1
C_CND_015373,6/29/2023,Mariana,Male,13500,Race Car Help,Volvo,S40,Overhead Camshaft,Manual,Black,36000,78758-7841,Sedan,8929299,Austin,29451,4,1
C_CND_015374,6/29/2023,Hadassah,Female,750000,Saab-Belle Dodge,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,60504-7114,SUV,7512078,Aurora,45133,3,2
C_CND_015375,6/29/2023,Leah,Male,540000,Motor Vehicle Branch Office,Nissan,Quest,Overhead Camshaft,Manual,Black,12000,78758-7841,SUV,6480330,Pasco,118129,3,1
C_CND_015376,6/30/2023,Justine,Male,960000,Suburban Ford,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14001,53546-9427,Hatchback,7895489,Janesville,89324,2,1
C_CND_015377,6/30/2023,Tom,Female,530000,Tri-State Mack Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,85257-3102,Sedan,6842716,Scottsdale,52135,3,3
C_CND_015378,6/30/2023,Tessa,Male,670000,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,85257-3102,Hardtop,8895404,Austin,45077,3,2
C_CND_015379,6/30/2023,Eitan,Male,790000,Chrysler Plymouth,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,53546-9427,Hatchback,6516733,Janesville,51788,3,1
C_CND_015380,6/30/2023,Eli,Male,753000,Classic Chevy,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,28000,85257-3102,Hatchback,8331879,Scottsdale,51315,4,2
C_CND_015381,6/30/2023,Elias,Female,615000,Clay Johnson Auto Sales,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,78758-7841,Hatchback,8222618,Austin,52999,3,1
C_CND_015382,6/30/2023,Pearl,Male,518000,Scrivener Performance Engineering,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,57000,38701-8047,Hardtop,6231160,Greenville,26962,4,1
